RAW_OFFSET,PNG_OFFSET,RAW_X,RAW_Y,PNG_X,PNG_Y
2538,1555,234,9,19,6
2539,1556,235,9,20,6
2540,1557,236,9,21,6
2541,1558,237,9,22,6
2542,1559,238,9,23,6
2543,1560,239,9,24,6
2544,1561,240,9,25,6
2545,1562,241,9,26,6
2555,1713,251,9,177,6
2556,1714,252,9,178,6
2557,1715,253,9,179,6
2558,1716,254,9,180,6
2559,1717,255,9,181,6
2560,1718,0,10,182,6
2561,1719,1,10,183,6
2575,1122,15,10,98,4
2576,1123,16,10,99,4
2577,1124,17,10,100,4
2578,1125,18,10,101,4
2579,1126,19,10,102,4
2580,1127,20,10,103,4
2581,1128,21,10,104,4
2582,1129,22,10,105,4
2583,1130,23,10,106,4
2584,1131,24,10,107,4
2585,1132,25,10,108,4
2586,1133,26,10,109,4
2587,1134,27,10,110,4
2588,1135,28,10,111,4
2589,1136,29,10,112,4
2590,1137,30,10,113,4
2591,1138,31,10,114,4
2592,1139,32,10,115,4
2593,1140,33,10,116,4
2594,1141,34,10,117,4
2595,1142,35,10,118,4
2596,1143,36,10,119,4
2597,1144,37,10,120,4
2598,1145,38,10,121,4
2599,1146,39,10,122,4
2600,1147,40,10,123,4
2601,1148,41,10,124,4
2602,1149,42,10,125,4
2603,1150,43,10,126,4
2625,1112,65,10,88,4
2626,1113,66,10,89,4
2627,1114,67,10,90,4
2628,1115,68,10,91,4
2629,1116,69,10,92,4
2639,1459,79,10,179,5
2640,1460,80,10,180,5
2641,1461,81,10,181,5
2642,1462,82,10,182,5
2643,1463,83,10,183,5
2695,3921,135,10,81,15
2696,3922,136,10,82,15
2697,3923,137,10,83,15
2698,3924,138,10,84,15
2699,3925,139,10,85,15
2700,3926,140,10,86,15
2701,3927,141,10,87,15
2702,3928,142,10,88,15
2703,3929,143,10,89,15
2704,3930,144,10,90,15
2705,3931,145,10,91,15
2706,3932,146,10,92,15
2707,3933,147,10,93,15
2708,3934,148,10,94,15
2709,3935,149,10,95,15
2710,3936,150,10,96,15
2711,3937,151,10,97,15
2712,3938,152,10,98,15
2713,3939,153,10,99,15
2714,3940,154,10,100,15
2715,3941,155,10,101,15
2716,3942,156,10,102,15
2717,3943,157,10,103,15
2718,3944,158,10,104,15
2719,3945,159,10,105,15
2720,3946,160,10,106,15
2721,3947,161,10,107,15
2733,1997,173,10,205,7
2734,1998,174,10,206,7
2735,1999,175,10,207,7
2736,2000,176,10,208,7
2737,2001,177,10,209,7
2813,2252,253,10,204,8
2814,2253,254,10,205,8
2815,2254,255,10,206,8
2817,2255,1,11,207,8
2818,2256,2,11,208,8
2819,2257,3,11,209,8
2825,1969,9,11,177,7
2826,1970,10,11,178,7
2827,1971,11,11,179,7
2828,1972,12,11,180,7
2829,1973,13,11,181,7
2830,1974,14,11,182,7
2831,1975,15,11,183,7
2857,2006,41,11,214,7
2858,2007,42,11,215,7
2859,2008,43,11,216,7
2860,2009,44,11,217,7
2861,2010,45,11,218,7
2863,2847,47,11,31,11
2864,2848,48,11,32,11
2865,2849,49,11,33,11
2866,2850,50,11,34,11
2867,2851,51,11,35,11
2868,2852,52,11,36,11
2869,2853,53,11,37,11
2870,2854,54,11,38,11
2871,2855,55,11,39,11
3233,1156,161,12,132,4
3234,1157,162,12,133,4
3235,1158,163,12,134,4
3236,1159,164,12,135,4
3237,1160,165,12,136,4
3238,1161,166,12,137,4
3239,1162,167,12,138,4
3240,1163,168,12,139,4
3241,1164,169,12,140,4
3242,1165,170,12,141,4
3243,1166,171,12,142,4
3244,1167,172,12,143,4
3245,1168,173,12,144,4
3246,1169,174,12,145,4
3247,1170,175,12,146,4
3261,4108,189,12,12,16
3262,4109,190,12,13,16
3263,4110,191,12,14,16
3264,4111,192,12,15,16
3265,4112,193,12,16,16
3266,4113,194,12,17,16
3267,4114,195,12,18,16
3268,4115,196,12,19,16
3269,4116,197,12,20,16
3270,4117,198,12,21,16
3271,4118,199,12,22,16
3272,4119,200,12,23,16
3273,4120,201,12,24,16
3274,4121,202,12,25,16
3275,4122,203,12,26,16
3276,4123,204,12,27,16
3277,4124,205,12,28,16
3278,4125,206,12,29,16
3279,4126,207,12,30,16
3280,4127,208,12,31,16
3281,4128,209,12,32,16
3282,4129,210,12,33,16
3283,4130,211,12,34,16
3284,4131,212,12,35,16
3285,4132,213,12,36,16
3286,4133,214,12,37,16
3287,4134,215,12,38,16
3288,4135,216,12,39,16
3289,4136,217,12,40,16
3290,4137,218,12,41,16
3291,4138,219,12,42,16
3292,4139,220,12,43,16
3293,4140,221,12,44,16
3294,4141,222,12,45,16
3295,4142,223,12,46,16
3296,4143,224,12,47,16
3297,4144,225,12,48,16
3298,4145,226,12,49,16
3299,4146,227,12,50,16
3300,4147,228,12,51,16
3301,4148,229,12,52,16
3302,4149,230,12,53,16
3303,4150,231,12,54,16
3304,4151,232,12,55,16
3305,4152,233,12,56,16
3306,4153,234,12,57,16
3307,4154,235,12,58,16
3308,4155,236,12,59,16
3422,3953,94,13,113,15
3423,3954,95,13,114,15
3424,3955,96,13,115,15
3425,3956,97,13,116,15
3426,3957,98,13,117,15
3427,3958,99,13,118,15
3428,3959,100,13,119,15
3429,3960,101,13,120,15
3430,3961,102,13,121,15
3431,3962,103,13,122,15
3432,3963,104,13,123,15
3433,3964,105,13,124,15
3434,3965,106,13,125,15
3435,3966,107,13,126,15
3436,3967,108,13,127,15
3437,3968,109,13,128,15
3438,3969,110,13,129,15
3439,3970,111,13,130,15
3440,3971,112,13,131,15
3441,3972,113,13,132,15
3442,3973,114,13,133,15
3443,3974,115,13,134,15
3444,3975,116,13,135,15
3445,3976,117,13,136,15
3446,3977,118,13,137,15
3447,3978,119,13,138,15
3448,3979,120,13,139,15
3449,3980,121,13,140,15
3450,3981,122,13,141,15
3451,3982,123,13,142,15
3452,3983,124,13,143,15
3453,3984,125,13,144,15
3454,3985,126,13,145,15
3455,3986,127,13,146,15
3456,3987,128,13,147,15
3457,3988,129,13,148,15
3471,2406,143,13,102,9
3472,2407,144,13,103,9
3473,2408,145,13,104,9
3474,2409,146,13,105,9
3475,2410,147,13,106,9
3476,2411,148,13,107,9
3477,2412,149,13,108,9
3478,2413,150,13,109,9
3550,4364,222,13,12,17
3551,4365,223,13,13,17
3552,4366,224,13,14,17
3553,4367,225,13,15,17
3554,4368,226,13,16,17
3555,4369,227,13,17,17
3556,4370,228,13,18,17
3557,4371,229,13,19,17
3558,4372,230,13,20,17
3559,4373,231,13,21,17
3560,4374,232,13,22,17
3561,4375,233,13,23,17
3562,4376,234,13,24,17
3563,4377,235,13,25,17
3564,4378,236,13,26,17
3565,4379,237,13,27,17
3566,4380,238,13,28,17
3567,4381,239,13,29,17
3568,4382,240,13,30,17
3569,4383,241,13,31,17
3570,4384,242,13,32,17
3571,4385,243,13,33,17
3572,4386,244,13,34,17
3573,4387,245,13,35,17
3574,4388,246,13,36,17
3575,4389,247,13,37,17
3576,4390,248,13,38,17
3577,4391,249,13,39,17
3578,4392,250,13,40,17
3579,4393,251,13,41,17
3580,4394,252,13,42,17
3581,4395,253,13,43,17
3582,4396,254,13,44,17
3583,4397,255,13,45,17
3584,4398,0,14,46,17
3585,4399,1,14,47,17
3586,4400,2,14,48,17
3587,4401,3,14,49,17
3588,4402,4,14,50,17
3589,4403,5,14,51,17
3590,4404,6,14,52,17
3591,4405,7,14,53,17
3592,4406,8,14,54,17
3593,4407,9,14,55,17
3594,4408,10,14,56,17
3595,4409,11,14,57,17
3596,4410,12,14,58,17
3597,4411,13,14,59,17
3598,4412,14,14,60,17
3683,3008,99,14,192,11
3684,3009,100,14,193,11
3685,3010,101,14,194,11
3686,3011,102,14,195,11
3687,3012,103,14,196,11
3693,7692,109,14,12,30
3694,7693,110,14,13,30
3695,7694,111,14,14,30
3696,7695,112,14,15,30
3697,7696,113,14,16,30
3711,3788,127,14,204,14
3712,3789,128,14,205,14
3713,3790,129,14,206,14
3714,3791,130,14,207,14
3715,3792,131,14,208,14
3716,3793,132,14,209,14
3717,3794,133,14,210,14
3718,3795,134,14,211,14
3719,3796,135,14,212,14
3720,3797,136,14,213,14
3721,3798,137,14,214,14
3722,3799,138,14,215,14
3723,3800,139,14,216,14
3724,3801,140,14,217,14
3725,3802,141,14,218,14
3726,3803,142,14,219,14
3727,3804,143,14,220,14
3728,3805,144,14,221,14
3729,3806,145,14,222,14
3730,3807,146,14,223,14
3731,3808,147,14,224,14
3732,3809,148,14,225,14
3733,3810,149,14,226,14
3734,3811,150,14,227,14
3735,3812,151,14,228,14
3736,3813,152,14,229,14
3737,3814,153,14,230,14
3738,3815,154,14,231,14
3739,3816,155,14,232,14
3740,3817,156,14,233,14
3741,3818,157,14,234,14
3742,3819,158,14,235,14
3743,3820,159,14,236,14
3744,3821,160,14,237,14
3745,3822,161,14,238,14
3746,3823,162,14,239,14
3747,3824,163,14,240,14
3748,3825,164,14,241,14
3749,3826,165,14,242,14
3750,3827,166,14,243,14
3751,3828,167,14,244,14
3752,3829,168,14,245,14
3771,1204,187,14,180,4
3772,1205,188,14,181,4
3773,1206,189,14,182,4
3774,1207,190,14,183,4
3789,1751,205,14,215,6
3790,1752,206,14,216,6
3791,1753,207,14,217,6
3792,1754,208,14,218,6
3807,4208,223,14,112,16
3808,4209,224,14,113,16
3809,4210,225,14,114,16
3810,4211,226,14,115,16
3811,4212,227,14,116,16
3812,4213,228,14,117,16
3813,4214,229,14,118,16
3814,4215,230,14,119,16
3815,4216,231,14,120,16
3816,4217,232,14,121,16
3817,4218,233,14,122,16
3818,4219,234,14,123,16
3819,4220,235,14,124,16
3820,4221,236,14,125,16
3821,4222,237,14,126,16
3822,4223,238,14,127,16
3823,4224,239,14,128,16
3824,4225,240,14,129,16
3825,4226,241,14,130,16
3826,4227,242,14,131,16
3827,4228,243,14,132,16
3828,4229,244,14,133,16
3829,4230,245,14,134,16
3830,4231,246,14,135,16
3831,4232,247,14,136,16
3832,4233,248,14,137,16
3833,4234,249,14,138,16
3834,4235,250,14,139,16
3835,4236,251,14,140,16
3836,4237,252,14,141,16
3837,4238,253,14,142,16
3838,4239,254,14,143,16
3839,4240,255,14,144,16
3841,4241,1,15,145,16
3842,4242,2,15,146,16
3843,4243,3,15,147,16
3844,4244,4,15,148,16
3845,4245,5,15,149,16
3846,4246,6,15,150,16
3847,4247,7,15,151,16
3848,4248,8,15,152,16
3869,6078,29,15,190,23
3870,6079,30,15,191,23
3871,6080,31,15,192,23
3872,6081,32,15,193,23
3873,6082,33,15,194,23
3874,6083,34,15,195,23
3875,6084,35,15,196,23
3876,6085,36,15,197,23
3877,6086,37,15,198,23
3878,6087,38,15,199,23
3879,6088,39,15,200,23
3880,6089,40,15,201,23
3881,6090,41,15,202,23
3882,6091,42,15,203,23
3883,6092,43,15,204,23
3884,6093,44,15,205,23
3885,6094,45,15,206,23
3886,6095,46,15,207,23
3887,6096,47,15,208,23
3888,6097,48,15,209,23
3889,6098,49,15,210,23
3890,6099,50,15,211,23
3891,6100,51,15,212,23
3892,6101,52,15,213,23
3893,6102,53,15,214,23
3894,6103,54,15,215,23
3895,6104,55,15,216,23
3896,6105,56,15,217,23
3897,6106,57,15,218,23
3898,6107,58,15,219,23
3899,6108,59,15,220,23
3900,6109,60,15,221,23
3901,6110,61,15,222,23
3902,6111,62,15,223,23
3903,6112,63,15,224,23
3904,6113,64,15,225,23
3905,6114,65,15,226,23
3906,6115,66,15,227,23
3907,6116,67,15,228,23
3908,6117,68,15,229,23
3909,6118,69,15,230,23
3933,2349,93,15,45,9
3934,2350,94,15,46,9
3935,2351,95,15,47,9
3936,2352,96,15,48,9
4237,2592,141,16,32,10
4238,2593,142,16,33,10
4239,2594,143,16,34,10
4240,2595,144,16,35,10
4250,2130,154,16,82,8
4251,2131,155,16,83,8
4252,2132,156,16,84,8
4253,2133,157,16,85,8
4254,2134,158,16,86,8
4255,2135,159,16,87,8
4256,2136,160,16,88,8
4257,2137,161,16,89,8
4258,2138,162,16,90,8
4259,2139,163,16,91,8
4260,2140,164,16,92,8
4261,2141,165,16,93,8
4262,2142,166,16,94,8
4263,2143,167,16,95,8
4264,2144,168,16,96,8
4265,2145,169,16,97,8
4266,2146,170,16,98,8
4267,2147,171,16,99,8
4268,2148,172,16,100,8
4269,2149,173,16,101,8
4270,2150,174,16,102,8
4271,2151,175,16,103,8
4272,2152,176,16,104,8
4273,2153,177,16,105,8
4274,2154,178,16,106,8
4275,2155,179,16,107,8
4276,2156,180,16,108,8
4277,2157,181,16,109,8
4278,2158,182,16,110,8
4279,2159,183,16,111,8
4280,2160,184,16,112,8
4281,2161,185,16,113,8
4282,2162,186,16,114,8
4283,2163,187,16,115,8
4284,2164,188,16,116,8
4285,2165,189,16,117,8
4286,2166,190,16,118,8
4287,2167,191,16,119,8
4288,2168,192,16,120,8
4289,2169,193,16,121,8
4290,2170,194,16,122,8
4291,2171,195,16,123,8
4292,2172,196,16,124,8
4293,2173,197,16,125,8
4294,2174,198,16,126,8
4295,2175,199,16,127,8
4296,2176,200,16,128,8
4297,2177,201,16,129,8
4298,2178,202,16,130,8
4299,2179,203,16,131,8
4300,2180,204,16,132,8
4446,4464,94,17,112,17
4447,4465,95,17,113,17
4448,4466,96,17,114,17
4449,4467,97,17,115,17
4450,4468,98,17,116,17
4451,4469,99,17,117,17
4452,4470,100,17,118,17
4453,4471,101,17,119,17
4454,4472,102,17,120,17
4455,4473,103,17,121,17
4456,4474,104,17,122,17
4457,4475,105,17,123,17
4458,4476,106,17,124,17
4459,4477,107,17,125,17
4460,4478,108,17,126,17
4461,4479,109,17,127,17
4462,4480,110,17,128,17
4463,4481,111,17,129,17
4464,4482,112,17,130,17
4465,4483,113,17,131,17
4466,4484,114,17,132,17
4467,4485,115,17,133,17
4468,4486,116,17,134,17
4469,4487,117,17,135,17
4470,4488,118,17,136,17
4471,4489,119,17,137,17
4472,4490,120,17,138,17
4473,4491,121,17,139,17
4474,4492,122,17,140,17
4475,4493,123,17,141,17
4476,4494,124,17,142,17
4477,4495,125,17,143,17
4478,4496,126,17,144,17
4479,4497,127,17,145,17
4480,4498,128,17,146,17
4481,4499,129,17,147,17
4482,4500,130,17,148,17
4483,4501,131,17,149,17
4484,4502,132,17,150,17
4485,4503,133,17,151,17
4486,4504,134,17,152,17
4496,2508,144,17,204,9
4497,2509,145,17,205,9
4498,2510,146,17,206,9
4499,2511,147,17,207,9
4500,2512,148,17,208,9
4501,2513,149,17,209,9
4521,3505,169,17,177,13
4522,3506,170,17,178,13
4523,3507,171,17,179,13
4524,3508,172,17,180,13
4525,3509,173,17,181,13
4526,3510,174,17,182,13
4527,3511,175,17,183,13
4528,3512,176,17,184,13
4529,3513,177,17,185,13
4530,3514,178,17,186,13
4531,3515,179,17,187,13
4532,3516,180,17,188,13
4533,3517,181,17,189,13
4534,3518,182,17,190,13
4535,3519,183,17,191,13
4536,3520,184,17,192,13
4537,3521,185,17,193,13
4538,3522,186,17,194,13
4539,3523,187,17,195,13
4540,3524,188,17,196,13
4541,3525,189,17,197,13
4542,3526,190,17,198,13
4543,3527,191,17,199,13
4544,3528,192,17,200,13
4545,3529,193,17,201,13
4573,5809,221,17,177,22
4574,5810,222,17,178,22
4575,5811,223,17,179,22
4576,5812,224,17,180,22
4577,5813,225,17,181,22
4578,5814,226,17,182,22
4579,5815,227,17,183,22
4580,5816,228,17,184,22
4581,5817,229,17,185,22
4582,5818,230,17,186,22
4583,5819,231,17,187,22
4584,5820,232,17,188,22
4585,5821,233,17,189,22
4586,5822,234,17,190,22
4587,5823,235,17,191,22
4588,5824,236,17,192,22
4589,5825,237,17,193,22
4590,5826,238,17,194,22
4591,5827,239,17,195,22
4592,5828,240,17,196,22
4593,5829,241,17,197,22
4594,5830,242,17,198,22
4595,5831,243,17,199,22
4596,5832,244,17,200,22
4597,5833,245,17,201,22
4598,5834,246,17,202,22
4599,5835,247,17,203,22
4600,5836,248,17,204,22
4601,5837,249,17,205,22
4602,5838,250,17,206,22
4603,5839,251,17,207,22
4604,5840,252,17,208,22
4605,5841,253,17,209,22
4606,5842,254,17,210,22
4607,5843,255,17,211,22
4608,5844,0,18,212,22
4609,5845,1,18,213,22
4610,5846,2,18,214,22
4611,5847,3,18,215,22
4612,5848,4,18,216,22
4613,5849,5,18,217,22
4614,5850,6,18,218,22
4615,5851,7,18,219,22
4616,5852,8,18,220,22
4617,5853,9,18,221,22
4618,5854,10,18,222,22
4619,5855,11,18,223,22
4620,5856,12,18,224,22
4621,5857,13,18,225,22
4622,5858,14,18,226,22
4623,5859,15,18,227,22
4624,5860,16,18,228,22
4625,5861,17,18,229,22
4626,5862,18,18,230,22
4627,5863,19,18,231,22
4628,5864,20,18,232,22
4629,5865,21,18,233,22
4630,5866,22,18,234,22
4631,5867,23,18,235,22
4632,5868,24,18,236,22
4633,5869,25,18,237,22
4634,5870,26,18,238,22
4635,5871,27,18,239,22
4636,5872,28,18,240,22
4637,5873,29,18,241,22
4638,5874,30,18,242,22
4639,5875,31,18,243,22
4640,5876,32,18,244,22
4641,5877,33,18,245,22
4642,5878,34,18,246,22
4643,5879,35,18,247,22
5257,2662,137,20,102,10
5258,2663,138,20,103,10
5259,2664,139,20,104,10
5260,2665,140,20,105,10
5261,2666,141,20,106,10
5262,2667,142,20,107,10
5263,2668,143,20,108,10
5264,2669,144,20,109,10
5274,3340,154,20,12,13
5275,3341,155,20,13,13
5276,3342,156,20,14,13
5277,3343,157,20,15,13
5278,3344,158,20,16,13
5279,3345,159,20,17,13
5280,3346,160,20,18,13
5281,3347,161,20,19,13
5282,3348,162,20,20,13
5283,3349,163,20,21,13
5284,3350,164,20,22,13
5285,3351,165,20,23,13
5286,3352,166,20,24,13
5287,3353,167,20,25,13
5288,3354,168,20,26,13
5289,3355,169,20,27,13
5290,3356,170,20,28,13
5291,3357,171,20,29,13
5292,3358,172,20,30,13
5293,3359,173,20,31,13
5294,3360,174,20,32,13
5295,3361,175,20,33,13
5296,3362,176,20,34,13
5297,3363,177,20,35,13
5298,3364,178,20,36,13
5299,3365,179,20,37,13
5300,3366,180,20,38,13
5301,3367,181,20,39,13
5302,3368,182,20,40,13
5303,3369,183,20,41,13
5304,3370,184,20,42,13
5305,3371,185,20,43,13
5306,3372,186,20,44,13
5307,3373,187,20,45,13
5308,3374,188,20,46,13
5309,3375,189,20,47,13
5310,3376,190,20,48,13
5311,3377,191,20,49,13
5312,3378,192,20,50,13
5313,3379,193,20,51,13
5314,3380,194,20,52,13
5315,3381,195,20,53,13
5316,3382,196,20,54,13
5317,3383,197,20,55,13
5318,3384,198,20,56,13
5319,3385,199,20,57,13
5320,3386,200,20,58,13
5321,3387,201,20,59,13
5322,3388,202,20,60,13
5323,3389,203,20,61,13
5324,3390,204,20,62,13
5325,3391,205,20,63,13
5326,3392,206,20,64,13
5327,3393,207,20,65,13
5328,3394,208,20,66,13
5329,3395,209,20,67,13
5330,3396,210,20,68,13
5331,3397,211,20,69,13
5332,3398,212,20,70,13
5333,3399,213,20,71,13
5334,3400,214,20,72,13
5335,3401,215,20,73,13
5424,2764,48,21,204,10
5425,2765,49,21,205,10
5426,2766,50,21,206,10
5427,2767,51,21,207,10
5428,2768,52,21,208,10
5429,2769,53,21,209,10
5470,3532,94,21,204,13
5471,3533,95,21,205,13
5472,3534,96,21,206,13
5473,3535,97,21,207,13
5474,3536,98,21,208,13
5475,3537,99,21,209,13
5476,3538,100,21,210,13
5477,3539,101,21,211,13
5478,3540,102,21,212,13
5479,3541,103,21,213,13
5480,3542,104,21,214,13
5481,3543,105,21,215,13
5482,3544,106,21,216,13
5483,3545,107,21,217,13
5484,3546,108,21,218,13
5485,3547,109,21,219,13
5486,3548,110,21,220,13
5487,3549,111,21,221,13
5488,3550,112,21,222,13
5489,3551,113,21,223,13
5490,3552,114,21,224,13
5491,3553,115,21,225,13
5492,3554,116,21,226,13
5493,3555,117,21,227,13
5494,3556,118,21,228,13
5495,3557,119,21,229,13
5496,3558,120,21,230,13
5497,3559,121,21,231,13
5498,3560,122,21,232,13
5499,3561,123,21,233,13
5500,3562,124,21,234,13
5501,3563,125,21,235,13
5502,3564,126,21,236,13
5503,3565,127,21,237,13
5504,3566,128,21,238,13
5505,3567,129,21,239,13
5506,3568,130,21,240,13
5507,3569,131,21,241,13
5508,3570,132,21,242,13
5509,3571,133,21,243,13
5510,3572,134,21,244,13
5511,3573,135,21,245,13
5541,3665,165,21,81,14
5542,3666,166,21,82,14
5543,3667,167,21,83,14
5544,3668,168,21,84,14
5545,3669,169,21,85,14
5546,3670,170,21,86,14
5547,3671,171,21,87,14
5548,3672,172,21,88,14
5549,3673,173,21,89,14
5550,3674,174,21,90,14
5551,3675,175,21,91,14
5552,3676,176,21,92,14
5553,3677,177,21,93,14
5554,3678,178,21,94,14
5555,3679,179,21,95,14
5556,3680,180,21,96,14
5557,3681,181,21,97,14
5558,3682,182,21,98,14
5559,3683,183,21,99,14
5560,3684,184,21,100,14
5561,3685,185,21,101,14
5562,3686,186,21,102,14
5563,3687,187,21,103,14
5564,3688,188,21,104,14
5565,3689,189,21,105,14
5566,3690,190,21,106,14
5567,3691,191,21,107,14
5568,3692,192,21,108,14
5569,3693,193,21,109,14
5571,3125,195,21,53,12
5572,3126,196,21,54,12
5573,3127,197,21,55,12
5574,3128,198,21,56,12
5575,3129,199,21,57,12
5576,3130,200,21,58,12
5577,3131,201,21,59,12
5578,3132,202,21,60,12
5579,3133,203,21,61,12
5597,5553,221,21,177,21
5598,5554,222,21,178,21
5599,5555,223,21,179,21
5600,5556,224,21,180,21
5601,5557,225,21,181,21
5602,5558,226,21,182,21
5603,5559,227,21,183,21
5604,5560,228,21,184,21
5605,5561,229,21,185,21
5606,5562,230,21,186,21
5607,5563,231,21,187,21
5608,5564,232,21,188,21
5609,5565,233,21,189,21
5610,5566,234,21,190,21
5611,5567,235,21,191,21
5612,5568,236,21,192,21
5613,5569,237,21,193,21
5614,5570,238,21,194,21
5615,5571,239,21,195,21
5616,5572,240,21,196,21
5617,5573,241,21,197,21
5618,5574,242,21,198,21
5619,5575,243,21,199,21
5620,5576,244,21,200,21
5621,5577,245,21,201,21
5622,5578,246,21,202,21
5623,5579,247,21,203,21
5624,5580,248,21,204,21
5625,5581,249,21,205,21
5626,5582,250,21,206,21
5627,5583,251,21,207,21
5628,5584,252,21,208,21
5629,5585,253,21,209,21
5630,5586,254,21,210,21
5631,5587,255,21,211,21
5632,5588,0,22,212,21
5633,5589,1,22,213,21
5634,5590,2,22,214,21
5635,5591,3,22,215,21
5636,5592,4,22,216,21
5637,5593,5,22,217,21
5638,5594,6,22,218,21
5639,5595,7,22,219,21
5640,5596,8,22,220,21
5641,5597,9,22,221,21
5642,5598,10,22,222,21
5643,5599,11,22,223,21
5644,5600,12,22,224,21
5645,5601,13,22,225,21
5646,5602,14,22,226,21
5647,5603,15,22,227,21
5648,5604,16,22,228,21
5649,5605,17,22,229,21
5650,5606,18,22,230,21
5651,5607,19,22,231,21
5652,5608,20,22,232,21
5653,5609,21,22,233,21
5654,5610,22,22,234,21
5655,5611,23,22,235,21
5656,5612,24,22,236,21
5657,5613,25,22,237,21
5658,5614,26,22,238,21
5659,5615,27,22,239,21
5660,5616,28,22,240,21
5661,5617,29,22,241,21
5662,5618,30,22,242,21
5663,5619,31,22,243,21
5664,5620,32,22,244,21
5665,5621,33,22,245,21
5666,5622,34,22,246,21
5667,5623,35,22,247,21
6000,4300,112,23,204,16
6001,4301,113,23,205,16
6002,4302,114,23,206,16
6003,4303,115,23,207,16
6004,4304,116,23,208,16
6005,4305,117,23,209,16
6282,4556,138,24,204,17
6283,4557,139,24,205,17
6284,4558,140,24,206,17
6285,4559,141,24,207,17
6286,4560,142,24,208,17
6287,4561,143,24,209,17
6297,3596,153,24,12,14
6298,3597,154,24,13,14
6299,3598,155,24,14,14
6300,3599,156,24,15,14
6301,3600,157,24,16,14
6302,3601,158,24,17,14
6303,3602,159,24,18,14
6304,3603,160,24,19,14
6305,3604,161,24,20,14
6306,3605,162,24,21,14
6307,3606,163,24,22,14
6308,3607,164,24,23,14
6309,3608,165,24,24,14
6310,3609,166,24,25,14
6311,3610,167,24,26,14
6312,3611,168,24,27,14
6313,3612,169,24,28,14
6314,3613,170,24,29,14
6315,3614,171,24,30,14
6316,3615,172,24,31,14
6317,3616,173,24,32,14
6318,3617,174,24,33,14
6319,3618,175,24,34,14
6320,3619,176,24,35,14
6321,3620,177,24,36,14
6322,3621,178,24,37,14
6323,3622,179,24,38,14
6324,3623,180,24,39,14
6325,3624,181,24,40,14
6326,3625,182,24,41,14
6327,3626,183,24,42,14
6328,3627,184,24,43,14
6329,3628,185,24,44,14
6330,3629,186,24,45,14
6331,3630,187,24,46,14
6332,3631,188,24,47,14
6333,3632,189,24,48,14
6334,3633,190,24,49,14
6335,3634,191,24,50,14
6336,3635,192,24,51,14
6337,3636,193,24,52,14
6338,3637,194,24,53,14
6339,3638,195,24,54,14
6340,3639,196,24,55,14
6341,3640,197,24,56,14
6342,3641,198,24,57,14
6343,3642,199,24,58,14
6344,3643,200,24,59,14
6345,3644,201,24,60,14
6346,3645,202,24,61,14
6347,3646,203,24,62,14
6348,3647,204,24,63,14
6349,3648,205,24,64,14
6350,3649,206,24,65,14
6351,3650,207,24,66,14
6352,3651,208,24,67,14
6353,3652,209,24,68,14
6354,3653,210,24,69,14
